,name,name_v,filedir,genre,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
0,11298,11298.0,data/fmaxsmallsortedwavs/Hip-Hop/11298.wav,Hip-Hop,66150,0.45186916,0.09847539,0.28849977,0.011776726,1809.2069468673453,341971.70245285926,2199.198485262076,74485.42525323712,4079.879432091346,1410228.808565817,0.05882286658653846,0.0018468973763595671,2.0101927e-05,0.04404995,-46.3063211438282,141.76325206356984,112.34714673913044,-66.95592,2767.1973,102.83373,518.72363,0.36054507,394.67355,40.247654,217.27493,-5.6817064,333.91193,18.460714,164.70845,-2.5698717,115.12464,13.360516,79.29128,2.460722,90.76696,11.606348,43.48828,-0.88879865,90.54991,8.469161,60.223335,-10.00175,52.37446,-0.18714063,62.007034,-13.725229,47.025414,1.6369307,51.374466,-0.24855465,81.97396,11.633535,157.8612,6.273797,189.25558,13.231853,94.12626
1,11298,11298.1,data/fmaxsmallsortedwavs/Hip-Hop/11298.wav,Hip-Hop,66150,0.43401453,0.104009345,0.2537583,0.01101936,2022.8435520570877,669127.6248628183,2356.883167370699,174822.85620468095,4546.156099759615,2539369.3604474943,0.07281024639423077,0.004360392037228014,7.1872004e-05,0.033119284,-47.706081989906814,160.5369571769144,112.34714673913044,-72.941505,3364.0576,99.709076,852.7489,9.7300205,541.85474,33.54816,262.62488,-10.742262,461.49683,9.953487,215.7524,-6.8917212,88.77322,8.968093,128.34181,-3.23032,133.30096,5.484191,81.245926,-5.727454,46.492172,5.0445604,55.358902,-9.2064,52.78386,2.7516954,42.311005,-10.740368,86.11307,0.8663773,63.072685,-3.798268,82.99079,8.819799,107.10748,2.4713163,150.18736,11.8095665,132.73338
2,11298,11298.2,data/fmaxsmallsortedwavs/Hip-Hop/11298.wav,Hip-Hop,66150,0.49277908,0.09671927,0.2807693,0.0097824065,1882.3815159042488,349728.4749276905,2376.6102842197015,143573.01049952,4484.952110877404,1962502.8499090108,0.05075120192307692,0.0009378570917795395,-0.00037651288,0.04018812,-46.29303039891745,137.69359177063635,112.34714673913044,-63.456203,2428.8757,105.1802,496.23953,12.2946415,338.8283,35.085556,297.47147,-2.8680859,421.32056,17.279306,187.4683,-10.21789,177.11589,10.869435,95.96545,-3.3432455,126.27338,8.955917,63.77853,-3.7048101,49.09109,8.252829,56.457413,-5.251018,64.96303,4.051366,45.807785,-8.279262,51.14632,3.1431177,45.9006,-8.048767,51.602764,5.8410287,37.447296,-3.9608445,38.118366,4.9406614,35.765648
3,11298,11298.3,data/fmaxsmallsortedwavs/Hip-Hop/11298.wav,Hip-Hop,66150,0.40330717,0.098150596,0.27048552,0.011317871,2014.0110731108964,595631.7525600138,2417.309294546303,135200.11082708839,4640.570913461538,2306482.9607100175,0.061256760817307694,0.0015803267828811555,0.0002875927,0.037199635,-47.196663246822176,152.78209565484886,112.34714673913044,-70.46595,3354.7324,97.87142,685.79865,13.960725,403.78616,35.918556,346.15295,-1.8230172,352.59912,17.27043,184.38301,-13.640006,262.43582,5.3598537,153.58717,-9.361513,168.9111,7.0185432,95.777756,-9.0918255,80.43335,5.013715,50.533382,-7.9276876,65.33557,5.4589148,44.7098,-3.1202252,48.09778,5.5132365,71.89811,-5.400911,69.17916,5.1755285,33.231434,-5.1162105,49.148964,4.4790897,41.671448
4,11298,11298.4,data/fmaxsmallsortedwavs/Hip-Hop/11298.wav,Hip-Hop,66150,0.40947798,0.10282573,0.13958488,0.014150947,1749.693275806014,312210.5848979126,1892.3234117600489,275060.3814034785,3357.688927283654,2151851.007220872,0.07801231971153846,0.002015754033827923,1.3990963e-06,0.008910649,-58.92053160377841,315.76865766288824,112.34714673913044,-177.04375,17166.842,101.809204,814.4687,-27.219252,2651.876,9.871758,724.8787,4.4784675,279.04663,7.778024,172.3284,-8.272247,209.20168,4.176505,212.74309,-7.4165893,174.34859,3.7158577,93.80796,-7.0967455,86.13314,0.46746662,80.14137,-1.5562775,73.10809,6.3532724,203.67387,2.4887338,152.29283,6.9365788,118.20101,-0.62225366,113.50462,6.522013,111.323814,0.68241715,159.4013,5.369031,84.08879
5,11298,11298.5,data/fmaxsmallsortedwavs/Hip-Hop/11298.wav,Hip-Hop,66150,0.55208755,0.08067393,0.26593834,0.01428663,1350.7269198704282,221025.06771072632,2033.9676938444807,60761.45397812391,3012.577937199519,1384837.6525741003,0.03208759014423077,0.0006604423325442706,2.4969046e-05,0.042661507,-48.84097633788367,149.60860345939153,112.34714673913044,-113.33702,5015.5127,116.63873,204.84537,16.51283,220.38864,51.66328,175.55722,12.294677,311.57266,17.535664,153.84424,-7.3867564,62.164658,7.6952024,58.15094,4.50317,74.96066,9.575522,90.5789,-8.719725,43.025524,1.5439681,97.787575,-6.634486,73.42708,4.736137,58.510906,-4.112981,31.34609,6.954093,37.755184,-0.343216,67.82717,6.236098,76.41121,-2.8432236,19.021166,5.4013634,21.240982
6,11298,11298.6,data/fmaxsmallsortedwavs/Hip-Hop/11298.wav,Hip-Hop,66150,0.57106227,0.08178336,0.29653335,0.013743936,1164.5055638775568,198417.08854151884,1907.0532118562694,81193.43796315606,2492.551081730769,1443017.1304413553,0.02512394831730769,0.0004648029310463449,3.7763628e-05,0.052677874,-48.54493803915453,143.41959817029937,112.34714673913044,-124.14997,3052.6023,123.00683,266.26614,17.870913,193.4953,53.35722,169.86076,16.032278,238.5664,20.593172,105.32538,-5.4692197,81.62805,9.3805065,59.413445,6.6057653,83.76186,10.709433,96.771454,-8.4826975,49.06974,4.2151356,46.14263,-3.2678874,82.888405,4.9602914,56.701683,-2.0147111,48.038837,7.8634334,40.501137,-2.0604005,42.42552,5.953434,53.699608,-1.8002583,24.86576,4.890699,21.88204
7,11298,11298.7,data/fmaxsmallsortedwavs/Hip-Hop/11298.wav,Hip-Hop,66150,0.46117416,0.102489784,0.22495401,0.018760022,1682.327607432684,464597.9201285143,2108.1561084756127,137283.58721649594,3675.386493389423,2353956.8144462523,0.05260667067307692,0.0016652310952632381,0.0005540581,0.02795824,-52.016041613746644,183.2073937818206,112.34714673913044,-121.34313,6951.577,108.00744,608.8347,3.270029,340.14044,35.04182,395.68353,-6.0995445,270.53748,17.772404,404.6614,-3.5896962,119.1713,9.6987,210.26163,2.9183302,181.70607,12.613721,203.80873,-0.4082165,184.22997,1.1236216,130.99147,-7.723322,80.826744,3.7093673,73.788765,-4.195691,49.76064,2.658472,37.789158,-6.6733875,50.19315,3.8232086,45.44433,1.3930829,63.91501,10.816505,61.15467
8,11298,11298.8,data/fmaxsmallsortedwavs/Hip-Hop/11298.wav,Hip-Hop,66150,0.42147303,0.10609345,0.22317171,0.016276045,1802.2025301433853,387323.08537470916,2091.561799681692,104624.47486765652,3758.4549654447114,1876929.1920665104,0.06565129206730769,0.002667192721507959,0.00087394257,0.028543705,-52.762450886195566,193.35347636462396,112.34714673913044,-115.073524,8938.31,99.254684,422.63306,-8.12408,636.1895,35.76062,458.35312,-0.61913997,321.98953,20.29867,276.49667,-1.3994795,203.09352,8.156778,196.1467,1.3147086,253.89748,14.008152,212.45209,0.56097084,179.67082,1.9239937,99.78491,-8.295168,99.58666,2.2276511,99.26232,-4.7290044,46.858128,3.5398884,38.231003,-4.798446,46.16392,6.5031385,73.6569,2.2067668,83.97504,11.051607,79.61633
0,10192,10192.0,data/fmaxsmallsortedwavs/Hip-Hop/10192.wav,Hip-Hop,66150,0.54893726,0.081182644,0.16802853,0.0017246933,2447.240787991608,917856.3410982792,2925.9710123009204,142930.4029021974,6035.342735877404,3235279.8564251005,0.0635516826923077,0.0035708004200952293,7.9183235e-05,0.02002102,-45.91276171537912,113.99590061848312,135.99917763157896,-147.53732,3540.5828,64.437454,906.41455,33.629898,286.59332,40.702744,322.99225,17.784525,182.80183,24.891167,84.59105,10.505856,106.15523,18.349035,62.31406,-3.4705083,50.136593,12.264595,39.513157,2.0370665,41.713287,15.878627,48.110012,0.08152936,42.147373,13.065542,29.344805,-3.0639386,33.644142,9.389427,38.786728,-3.078406,30.995152,3.1902978,39.176605,-5.9315796,25.793894,10.839198,42.129005
1,10192,10192.1,data/fmaxsmallsortedwavs/Hip-Hop/10192.wav,Hip-Hop,66150,0.5123726,0.083942704,0.15685715,0.002110503,2752.024083588303,1044444.8707637342,3018.3177999935942,140925.15174430725,6522.821326622596,2648713.2875076057,0.08404071514423077,0.005142379300834159,-2.484929e-06,0.015898537,-45.31581907157425,104.93656884702669,135.99917763157896,-133.44098,3089.927,61.31438,755.46814,32.745747,291.41107,40.254353,368.7866,17.36361,284.67508,19.913269,114.14665,5.3507876,75.06161,17.663433,63.050488,-2.3456955,38.315598,12.214218,35.753586,-0.51850086,31.55094,11.303457,30.396162,-2.5441372,36.968792,15.121108,34.27877,-4.8960114,32.799976,6.6226964,35.83251,-4.8212504,39.704193,1.8064575,40.72168,-7.2999315,24.963387,13.122795,57.67023
2,10192,10192.2,data/fmaxsmallsortedwavs/Hip-Hop/10192.wav,Hip-Hop,66150,0.4744573,0.09381439,0.15568167,0.005786805,2899.0458964250183,980543.6518551465,2627.801386691002,133882.10944358032,5769.407677283654,3408695.295551684,0.15159254807692307,0.004605077427519849,1.1285053e-05,0.0053588953,-42.779789074379174,145.65622443411624,135.99917763157896,-92.80046,2632.814,59.95554,923.916,-20.002392,418.22424,21.880522,756.80206,12.082565,397.93118,12.935609,244.58238,4.296655,202.04068,4.520711,172.13617,-9.780087,136.81744,11.302,110.59223,-0.8585685,122.16449,14.784371,69.9506,-0.20447928,69.22822,9.384897,87.390396,-3.7176106,96.11401,4.99001,51.745693,-12.3946705,88.08244,-1.2962098,71.466385,-11.700071,57.503067,3.6747272,53.023083
3,10192,10192.3,data/fmaxsmallsortedwavs/Hip-Hop/10192.wav,Hip-Hop,66150,0.48048368,0.08990948,0.17324288,0.00492943,2729.4784704683225,1127518.5658681588,2576.8738357664365,129788.70699077412,5473.988694411058,3542035.260896182,0.13790940504807692,0.006559617716885177,3.099786e-05,0.01087866,-46.03272352173581,139.76426467772978,129.19921875,-96.675,2348.776,63.79985,1071.9807,-17.55389,438.6947,26.709585,629.4685,13.507084,450.38678,11.437971,397.04416,7.3994527,201.13092,10.507234,160.64102,-3.4558647,106.71597,11.0311165,182.89676,-0.55448914,159.93066,18.083231,80.499054,0.60891545,91.62391,8.361105,83.68929,-3.3209224,100.798004,6.1423845,55.638,-9.486629,68.335236,4.237519,108.44475,-5.816202,79.993546,2.5521507,50.941315
