,name,filedir,genre,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
0,7482,../Data/fmaxsmallsortedwavs/Hip-Hop/7482.wav,Hip-Hop,0.4877876,0.08256582,0.13340914,0.0050578816,1969.0472399799862,566417.6562613215,1893.1595679080901,237158.71867546765,3900.4075052566704,2143706.888430575,0.09373451699052592,0.0031092371022199096,-3.4785694e-06,0.010237297,-47.92212593837364,143.80675309815732,95.703125,-113.541985,6581.2954,117.17728,1528.081,-36.55366,857.09357,40.636944,253.86127,-7.111988,175.34709,8.934488,129.47954,-2.024078,119.41229,9.765885,142.4732,-0.788541,93.91875,7.6530566,98.59773,-1.6667764,75.63574,8.235299,61.204178,-2.3544269,60.954437,1.2710543,56.88494,-3.476857,74.78379,5.2008653,65.955986,-4.841821,41.127563,2.050865,40.000183,-2.6346166,41.27641,1.0924535,35.5784
0,11764,../Data/fmaxsmallsortedwavs/Hip-Hop/11764.wav,Hip-Hop,0.4819929,0.07888932,0.153064,0.0030450374,2024.90282998085,734373.8401630652,2485.2919669253465,223207.91984437173,4632.215650870207,4077436.446696227,0.05477184292699458,0.0017920767550405415,1.3785925e-05,0.020119479,-44.92690667888354,182.14571061081347,135.99917763157896,-145.59225,9475.506,89.37991,981.0649,15.836942,567.09296,43.332035,176.49207,13.89618,91.61028,25.758152,78.74863,6.297504,54.11885,11.224754,38.02882,-3.6087866,28.632414,5.8441887,20.261831,-3.2561593,23.610432,11.476203,27.911255,-6.93126,30.493807,4.0227337,26.381147,-8.661438,35.700703,4.117859,28.097675,-3.174355,29.159826,9.550807,34.93013,-1.0145243,32.562084,4.1746044,38.7019
0,6603,../Data/fmaxsmallsortedwavs/Hip-Hop/6603.wav,Hip-Hop,0.41035256,0.08899581,0.098019674,0.002617789,2554.1288502783705,989224.2986721573,2334.1292476839217,211503.2168839143,5145.284663051898,2655186.3957419232,0.13208404942873742,0.007224327582448899,-1.3239861e-06,0.0042557097,-44.694987789380214,144.9389287560648,103.359375,-137.95493,2985.4426,84.62955,1249.4056,-12.7607565,861.6154,37.121277,361.00497,-10.402638,299.41895,14.025023,180.82741,-7.8428545,160.21655,5.567106,136.65894,-7.2654247,114.05168,-1.0249026,131.59145,-11.842937,127.04616,5.6297154,85.62893,-4.840416,95.09256,7.5659995,98.16378,-6.589766,83.537384,0.12251245,105.38512,-13.821378,51.581448,7.5220504,65.670784,-6.718861,83.116776,-0.33027676,70.920975
0,10693,../Data/fmaxsmallsortedwavs/Hip-Hop/10693.wav,Hip-Hop,0.28581634,0.09837476,0.18056323,0.011108936,1378.3558922180746,1420568.4491828722,1589.5408432938134,855728.8469703251,2675.262805752566,7131765.004677342,0.06306808554415182,0.0021000396945566983,0.032017365,0.018618383,-57.53992132398443,335.32747228695786,172.265625,-233.58395,16218.885,120.55282,2478.6162,27.092985,2009.5488,9.880439,1381.5304,-8.880162,527.1826,6.842585,448.91766,0.10405251,276.5227,12.4905615,241.11526,11.595564,209.39267,14.421426,111.80675,2.194396,156.13702,0.57203245,153.20059,-9.284413,121.77122,-2.5365689,70.94573,-2.0822763,70.55732,8.345012,158.39691,6.1717796,200.66475,8.901412,96.81368,-0.5875076,68.50622,-1.5463032,119.04576
0,11765,../Data/fmaxsmallsortedwavs/Hip-Hop/11765.wav,Hip-Hop,0.4360529,0.091414325,0.18867764,0.005726928,1657.346275323793,633184.1095538342,2308.9857010806995,353075.3135680323,3796.448822376065,5199595.178953109,0.04729066312451588,0.0008357499100811383,9.4985e-06,0.017316835,-45.28916297533993,148.47491016715998,92.28515625,-133.56622,5226.5947,118.112724,1001.73334,28.764336,784.0736,33.0663,155.13698,7.51458,104.71835,20.344582,105.824394,1.2720176,64.93122,7.6034126,76.668884,-4.11441,45.474358,5.4897184,56.851543,-5.2317986,48.44085,3.1127825,48.117546,-4.203045,32.27256,3.861462,45.920208,-6.7170086,54.647488,7.4427967,53.331085,-4.00704,41.537727,7.6364617,41.50541,-3.4012742,44.461124,3.1198578,51.099094
0,7483,../Data/fmaxsmallsortedwavs/Hip-Hop/7483.wav,Hip-Hop,0.41071734,0.088509865,0.18548116,0.00661239,2189.832932647909,1313466.1546270384,2251.1161020510312,276273.81761441234,4375.045599351073,4091304.5961030694,0.10801136226314771,0.008750391937954852,-2.1000699e-06,0.012226215,-44.935957524073096,182.94212825036425,95.703125,-85.24965,5249.608,105.16372,1511.1748,-10.024327,847.51825,21.108768,538.004,7.575225,310.3014,7.5998483,212.28749,-9.681791,143.49284,8.655656,85.4531,-10.829982,98.27505,7.636556,93.27292,-10.844495,114.7638,3.9556866,93.21737,-5.5752053,94.950775,1.821333,81.29831,-6.7844796,49.27377,1.4954734,50.910793,-11.165891,54.731186,1.8639361,49.251965,-9.157399,54.47066,-2.9750128,56.96229
0,7487,../Data/fmaxsmallsortedwavs/Hip-Hop/7487.wav,Hip-Hop,0.40586093,0.091206126,0.15776604,0.0040818555,1497.9508306672553,895899.5697853839,1914.127906460302,533184.9733949612,3146.7498850213015,5173642.8183880085,0.05414815913051898,0.0018953650766036576,-4.248809e-06,0.01574258,-49.78171668578495,204.54680197521142,112.34714673913044,-167.02437,4643.0347,137.3803,2153.1797,15.890307,819.4297,32.656857,610.4753,6.833084,412.33636,3.6351268,342.2777,-2.9254286,255.92097,0.5056778,213.06482,-8.802477,159.05246,9.381037,134.35081,-11.412156,134.3821,3.3188806,90.33236,-8.072659,144.22061,0.436939,103.89655,-0.304278,78.95369,2.2044485,83.95641,-7.814359,70.32045,3.3891423,66.75955,-3.4124763,69.685394,0.61931723,62.97843
0,6606,../Data/fmaxsmallsortedwavs/Hip-Hop/6606.wav,Hip-Hop,0.40974504,0.08970542,0.09170792,0.000863122,2477.1336857230453,922811.1800867126,2301.4891703039325,180096.39706872372,4931.445444876791,2316057.6250952785,0.13717374794248643,0.008041512587853347,6.278606e-07,0.0027165632,-36.8008612079618,101.17000173968003,112.34714673913044,-118.96268,1957.2136,94.84166,1121.4474,-15.170012,447.59833,39.555836,232.36662,-3.819348,214.99472,20.072515,130.76782,-10.154034,83.58607,8.4054365,78.89579,-1.1978449,86.78208,-2.19344,80.71966,-7.119748,58.285656,8.741529,65.344635,-10.437472,49.87071,-2.9257777,76.64793,-7.7354913,70.44229,3.776784,56.74315,-13.060766,53.288586,7.435615,55.527256,-8.775089,79.61171,-0.5689138,61.17304
0,10696,../Data/fmaxsmallsortedwavs/Hip-Hop/10696.wav,Hip-Hop,0.42574254,0.068280384,0.22831042,0.003057002,2269.946352145883,222165.21982029596,2270.2424811475526,85758.60203541175,4696.60310324826,1079240.9679852664,0.1061945632733952,0.0012475950098642006,4.097793e-06,0.027895827,-39.95149734950328,79.06029948355165,172.265625,-15.057855,674.7037,94.491066,333.67133,-21.135798,209.50725,48.018085,54.176632,2.9194574,45.116688,15.093098,37.87498,-8.010326,31.147776,15.799331,29.353498,-13.116041,21.710165,5.512332,28.50226,-2.6231372,37.261185,5.0238657,25.719702,-6.1147237,31.110937,7.3759246,24.07794,-6.901054,19.93857,9.290736,19.677113,3.4865365,37.70889,4.0397573,14.448647,-5.902648,26.639967,2.3588455,17.037863
0,10697,../Data/fmaxsmallsortedwavs/Hip-Hop/10697.wav,Hip-Hop,0.46590087,0.08708653,0.17061913,0.010356796,1056.9669173498532,1166413.5718389263,1355.698669599416,701873.8982424206,2074.506790621375,5116884.183083551,0.059096758990719256,0.0064310304385909334,0.01999358,0.013544798,-57.39745859284926,260.62105456348934,184.5703125,-246.1716,10375.978,146.17107,4450.523,28.639347,1162.4435,13.484523,1290.734,17.203447,263.15887,27.637028,144.5309,10.849094,160.72275,10.471744,72.61604,7.858467,98.23999,11.848758,69.74258,1.4921318,102.402626,4.0756726,68.96351,-0.6311598,54.344765,3.2253938,41.943096,-0.33921698,59.13729,1.9222672,25.325449,-0.16170838,35.545788,1.9429164,26.321419,-3.5111065,31.760654,-3.760713,26.212685
0,6607,../Data/fmaxsmallsortedwavs/Hip-Hop/6607.wav,Hip-Hop,0.34829557,0.08708899,0.103121154,0.00092209736,2401.6719880476444,1142024.1179821952,2459.9854366263044,312130.8174750115,5202.745456828525,3651021.408570268,0.09677802454492641,0.004200693369371649,-3.8057983e-06,0.0071559004,-44.22110513608919,132.13495111914384,107.666015625,-147.84673,3154.3938,90.566666,1327.0922,7.2659516,571.7766,41.0756,321.28143,0.9511315,206.73517,23.698498,135.80762,-7.58411,129.311,8.859221,88.515915,-4.1527267,136.3703,6.6287746,66.03647,-3.3926742,61.49413,6.0527062,97.7111,-7.339355,64.90809,5.7136106,53.506294,-7.7415733,65.46885,4.508474,48.468018,-9.651291,79.88227,4.2052393,52.099087,-15.56451,61.87173,-4.5776434,60.56966
0,11204,../Data/fmaxsmallsortedwavs/Hip-Hop/11204.wav,Hip-Hop,0.4173278,0.08814285,0.10615505,0.00032457343,2264.9209301171404,879468.8379056249,2419.2613824220334,182205.28711278248,4574.87161342346,3136091.1199797182,0.09921375750387297,0.004682787715887276,0.0002922699,0.005579188,-38.827943671817025,124.49653381612363,95.703125,-111.67743,1776.848,104.35211,1086.0414,-4.3039,697.36957,26.94179,292.28436,4.6005855,174.0592,4.0379505,283.94446,0.4491903,145.10411,9.210072,116.22742,-10.447798,79.85271,9.899052,63.65367,-5.015849,88.806435,10.273216,60.54179,-3.613621,61.613285,6.7632604,57.628136,-3.6269948,47.34663,10.320839,45.799877,-10.539463,49.8298,6.540608,39.884853,-4.8124933,30.129932,7.614459,32.90656
0,6439,../Data/fmaxsmallsortedwavs/Hip-Hop/6439.wav,Hip-Hop,0.43819794,0.09330829,0.10021064,0.001955499,1677.8920267448138,291731.97366192745,1943.3812331929796,181839.57587301958,3226.225064802059,1988110.4852473428,0.07486450478538283,0.0016126773777954367,-7.1013244e-07,0.0043191034,-48.61478291593411,137.8081094927085,99.38401442307692,-151.363,2824.5469,123.875145,845.0081,-21.641329,830.85693,15.477594,327.1631,3.8160346,324.75934,15.05498,167.63226,-2.671996,129.7482,4.943936,136.09523,-1.9003024,101.93721,8.709594,76.12068,-1.0697376,82.399994,12.007577,62.487705,-0.28548074,59.6271,7.462096,45.642784,-3.3522446,50.2649,5.0848966,43.343163,-5.729556,70.35608,1.749031,44.812412,-5.47544,41.430332,1.1482481,42.669365
0,7492,../Data/fmaxsmallsortedwavs/Hip-Hop/7492.wav,Hip-Hop,0.4025802,0.09105386,0.23765558,0.010694042,2260.1941548515897,1218157.4029983797,2251.5414275260605,243613.74292261776,4501.890567510651,3557601.06614065,0.11079294454395817,0.008937643645412295,-5.1911666e-06,0.01641934,-41.7158885906996,152.8146215086725,92.28515625,-55.773685,2678.507,101.70484,1444.5518,-7.859314,632.74963,30.841984,294.22766,-2.8129992,271.69553,7.979363,162.25366,-9.462472,127.80352,7.245992,104.311195,-14.388873,95.193985,1.456017,75.20765,-10.41698,82.49021,8.7754965,103.52116,-11.329541,74.57416,2.2161286,56.214764,-9.814521,65.8395,2.249932,50.26523,-11.465741,38.957157,1.2723835,55.627686,-7.082142,40.84752,-0.75603896,38.157757
0,7490,../Data/fmaxsmallsortedwavs/Hip-Hop/7490.wav,Hip-Hop,0.36555138,0.09321454,0.173036,0.0049326643,2207.217725688177,909989.0676761452,2392.6323252870425,246614.55990712158,4661.046124612703,3626249.5604618806,0.08961227972501937,0.004450357002904049,-3.6781714e-06,0.019092266,-46.066150538113625,168.1179935704885,86.1328125,-104.515,4978.1626,97.252045,1084.8328,-1.4069399,466.8761,21.364529,237.98993,-4.792737,208.58862,12.45343,203.45529,1.8130356,236.00937,0.5801099,144.93948,-2.0696077,134.41582,11.343291,120.77682,-6.6640015,65.28806,4.8232527,60.50574,-4.906979,71.599495,6.798179,61.821335,-1.8932403,72.954056,5.677825,74.40965,-9.885941,59.925495,3.171862,57.529774,-3.5915942,69.87098,8.171996,142.64369
0,6605,../Data/fmaxsmallsortedwavs/Hip-Hop/6605.wav,Hip-Hop,0.42755795,0.08902498,0.08560477,0.0008053486,2953.2531380915752,1004400.0998745385,2452.5255793842402,158788.59647097357,5653.123640516242,2033369.957992294,0.1627675917198376,0.008194037469794375,-7.105752e-07,0.0017143328,-37.50962318155356,119.50704144796183,135.99917763157896,-132.98485,3086.588,65.32925,1026.6895,-5.494592,957.4965,53.76908,510.853,-9.853441,417.2866,19.35868,115.964325,-5.078756,158.7289,5.7137713,114.39325,-7.939052,108.237434,3.5809345,81.93914,-8.053043,69.62391,2.7624946,61.952545,-8.149333,43.898895,6.770852,58.26643,-7.8473344,60.899265,5.6251116,62.20495,-11.7426195,51.21399,7.215009,56.346252,-12.98111,67.26919,1.8255749,70.87695
0,6611,../Data/fmaxsmallsortedwavs/Hip-Hop/6611.wav,Hip-Hop,0.4465787,0.085393704,0.1315327,0.00079143565,2467.0204237878706,478839.8995188053,2371.874960426621,104180.00519384125,5095.633508102524,1240167.459725914,0.1137045781370843,0.0031963204415337313,-8.2747636e-07,0.008054234,-38.91075877943961,81.89026014599243,112.34714673913044,-85.60529,1387.9233,86.46795,640.6692,-12.1939,296.22113,47.22247,249.52905,-7.586152,245.33241,24.25674,128.3924,-5.3084884,76.58839,11.530658,82.35263,0.0608867,73.82193,11.77902,59.45781,-2.6969824,58.086308,10.950998,46.632458,-3.888774,52.80509,8.375678,46.767544,-3.0149248,51.17823,8.443419,45.840446,-9.793142,44.16941,8.318154,46.028282,-6.80309,43.592342,5.7548156,37.284252
0,10695,../Data/fmaxsmallsortedwavs/Hip-Hop/10695.wav,Hip-Hop,0.41406393,0.08245191,0.08520944,0.00063303736,2488.0057993560754,474863.6612324102,2450.277671090918,110882.6421296656,5339.667272826297,1558003.8492046113,0.11864780511715724,0.003648430296186983,2.172944e-07,0.00395418,-39.54753579708834,80.02566757540632,123.046875,-123.515465,1520.5479,83.35288,652.4949,-6.1545024,404.84976,45.5785,162.27705,-5.6050735,196.08629,23.149971,79.03653,-4.1154456,61.273468,12.2652,44.41913,-3.5065277,81.90984,11.185467,35.687492,-5.88789,48.79339,12.4226885,49.7695,-2.3053434,37.160015,10.779924,40.033653,-3.8311355,31.748705,3.8215864,30.153297,-3.8474433,22.792765,4.453413,27.164843,-5.438653,34.845688,2.1347408,41.802395
0,10694,../Data/fmaxsmallsortedwavs/Hip-Hop/10694.wav,Hip-Hop,0.5450569,0.09144268,0.15153088,0.00995206,932.990083700009,1139868.4605356997,1355.0390300001911,723109.2829162191,1775.473383573811,5109275.174429294,0.030245114921693735,0.002559605561138393,-5.6891324e-05,0.01794498,-61.60140451551116,266.4060929877113,92.28515625,-316.14438,12262.746,105.67312,1965.951,45.219517,2067.4993,37.21456,1059.6315,18.667816,449.62534,24.884928,144.28122,19.20465,128.18428,19.937931,102.73767,11.8654,71.88706,10.684096,77.543915,6.0868907,49.23446,5.2729907,58.562958,3.276214,53.17684,6.347655,50.53091,3.8828375,38.684654,6.0044136,41.950153,1.5705546,46.967262,3.7599294,34.55804,2.3799014,25.249048,4.111066,31.461288
0,6610,../Data/fmaxsmallsortedwavs/Hip-Hop/6610.wav,Hip-Hop,0.40929636,0.09376322,0.100702755,0.0012823767,2760.67547670163,815574.2962264129,2324.374968431299,168004.28876337994,5326.3202286651685,2007214.7170663064,0.15931752404775715,0.007465955177467886,-7.1854384e-07,0.0029925345,-38.64615535539457,136.81179236730455,129.19921875,-99.14115,1953.2974,80.07204,1051.47,-29.232248,586.1392,30.30311,345.01352,-17.430252,256.18964,19.94282,138.33328,-9.341334,117.3219,6.3202457,69.7079,-2.646601,99.76832,5.864342,70.245445,-5.3059354,55.733578,8.613025,53.362854,-6.8882046,53.307606,5.003463,50.71941,-8.3242035,43.790874,6.0780997,69.55312,-12.441401,48.737926,5.3124466,50.254448,-13.941195,58.759502,3.7004037,66.51763
0,11763,../Data/fmaxsmallsortedwavs/Hip-Hop/11763.wav,Hip-Hop,0.45454395,0.100533195,0.110105805,0.004013275,1917.9742524990938,799177.4429739185,2246.791011456251,245500.01516730688,4132.932225352198,4126769.10724042,0.07758944132455461,0.006378395606708581,1.3280908e-06,0.010234996,-46.890435930741006,230.55092188956314,92.28515625,-196.22717,10122.212,101.33134,1225.926,3.7781765,707.67566,17.079926,333.49347,-5.802651,183.65277,15.3293085,236.1561,-11.46062,139.66994,14.705207,156.7829,-5.0390234,91.35675,11.037667,149.2393,-7.6432953,85.85405,3.9702883,101.95996,-2.1597648,75.121155,8.033074,71.74536,-4.8873453,60.319332,6.020936,50.585453,-1.2607403,38.859715,6.4902334,48.77252,1.8402063,77.346436,5.321669,81.63536
0,7491,../Data/fmaxsmallsortedwavs/Hip-Hop/7491.wav,Hip-Hop,0.47488794,0.084654175,0.30059162,0.015639631,2614.7869487759426,766820.1515542298,2445.1311180194352,167971.37586585284,5295.052951892401,2661975.9082052154,0.12966642800174014,0.007171927190237377,6.1002547e-06,0.052026063,-47.39263401678064,147.8966040367198,99.38401442307692,-10.229784,3055.3506,80.617966,1214.4675,-13.794201,627.82385,27.358578,348.09634,-3.1729176,351.37946,9.426541,143.29372,-10.84627,174.15738,9.756356,119.41297,-10.712469,97.596176,4.774528,101.98579,-5.88165,77.43438,9.548967,55.53792,-6.403195,70.93748,4.168693,69.49008,-4.68266,62.847095,3.7836087,51.239105,-8.369764,46.87966,8.238809,39.99378,-4.76211,46.871117,3.2070456,40.763687
0,7488,../Data/fmaxsmallsortedwavs/Hip-Hop/7488.wav,Hip-Hop,0.42321002,0.079880394,0.17397627,0.006003746,2175.8624401785623,587968.6158257368,2295.7183455735026,298926.62027026515,4491.899561568068,3188608.1802702765,0.1020765001694423,0.0017661483999337276,0.000109440574,0.01125316,-43.22786232971732,165.95315994343454,95.703125,-61.090076,2255.433,109.299995,828.86096,-11.897701,801.5222,24.603384,224.24893,0.09833156,189.85646,3.2217202,161.19353,-11.332931,112.61808,0.57984287,73.29458,-7.2346306,74.53107,3.801407,71.65085,-6.058676,70.405464,6.801367,68.11654,-3.7660985,59.93358,5.218842,41.272266,-3.0283499,44.647495,7.106977,44.030663,-6.817472,42.40417,3.4551852,32.92598,-2.096957,37.06336,4.129046,35.02808
